"Nhóm","ID","Nhãn","Kiểu","Đã lưu","Giá trị đang lưu","Giá trị mặc định"
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_4_before","Nhóm 4 — Ảnh Trước","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_4_after","Nhóm 4 — Ảnh Sau","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_5_before","Nhóm 5 — Ảnh Trước","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_5_after","Nhóm 5 — Ảnh Sau","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_6_before","Nhóm 6 — Ảnh Trước","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_6_after","Nhóm 6 — Ảnh Sau","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_1_annotation","Nhóm 1 — Chú thích kết quả","text","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_2_annotation","Nhóm 2 — Chú thích kết quả","text","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_3_annotation","Nhóm 3 — Chú thích kết quả","text","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_4_annotation","Nhóm 4 — Chú thích kết quả","text","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_5_annotation","Nhóm 5 — Chú thích kết quả","text","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_cat_6_annotation","Nhóm 6 — Chú thích kết quả","text","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_journey_img_1","Ảnh bước 1 — Khảo sát Lâm sàng","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_journey_img_2","Ảnh bước 2 — Số hóa Hồ sơ","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_journey_img_3","Ảnh bước 3 — Thiết kế Phác đồ","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_journey_img_4","Ảnh bước 4 — Trị liệu 1:1","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_journey_img_5","Ảnh bước 5 — Kê đơn Hoạt chất","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_journey_img_6","Ảnh bước 6 — Tối ưu Kết quả","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_journey_dur_1","Thời lượng bước 1","text","Chưa","","30–45 phút"
"Skin Healthy — Cấu hình Theme","skinhealthy_journey_dur_2","Thời lượng bước 2","text","Chưa","","15–20 phút"
"Skin Healthy — Cấu hình Theme","skinhealthy_journey_dur_3","Thời lượng bước 3","text","Chưa","","20–30 phút"
"Skin Healthy — Cấu hình Theme","skinhealthy_journey_dur_4","Thời lượng bước 4","text","Chưa","","60–120 phút"
"Skin Healthy — Cấu hình Theme","skinhealthy_journey_dur_5","Thời lượng bước 5","text","Chưa","","10–15 phút"
"Skin Healthy — Cấu hình Theme","skinhealthy_journey_dur_6","Thời lượng bước 6","text","Chưa","","Định kỳ theo phác đồ"
"Skin Healthy — Cấu hình Theme","skinhealthy_story_1_title","Câu chuyện 1 — Tiêu đề","text","Chưa","","Khi phác đồ ban đầu không còn phù hợp"
"Skin Healthy — Cấu hình Theme","skinhealthy_story_1_body","Câu chuyện 1 — Nội dung","textarea","Chưa","","Một khách hàng bắt đầu với liệu trình phục hồi hàng rào bảo vệ da tiêu chuẩn, nhưng sau 2 buổi da xuất hiện phản ứng kích ứng nhẹ. Thay vì tiếp tục theo kế hoạch cũ, chuyên gia đã đổi hoạt chất và giảm tần suất trị liệu để da có thời gian thích nghi trước khi quay lại lộ trình chính."
"Skin Healthy — Cấu hình Theme","skinhealthy_story_1_quote","Câu chuyện 1 — Trích dẫn nhấn mạnh","text","Chưa","","Sản phẩm sử dụng không cố định, điều chỉnh theo tình trạng thực tế."
"Skin Healthy — Cấu hình Theme","skinhealthy_story_2_title","Câu chuyện 2 — Tiêu đề","text","Chưa","","Kết quả chậm hơn dự kiến, và tại sao điều đó ổn"
"Skin Healthy — Cấu hình Theme","skinhealthy_story_2_body","Câu chuyện 2 — Nội dung","textarea","Chưa","","Một ca tăng sắc tố sau viêm cần thời gian dài hơn ước tính ban đầu vì cơ địa da đáp ứng chậm với hoạt chất điều hòa melanin. Thay vì tăng nồng độ để đẩy nhanh tiến độ, đội ngũ chọn giữ nguyên nồng độ an toàn và kéo dài thời gian theo dõi."
"Skin Healthy — Cấu hình Theme","skinhealthy_story_2_quote","Câu chuyện 2 — Trích dẫn nhấn mạnh","text","Chưa","","Kết quả bền vững quan trọng hơn tốc độ."
"Skin Healthy — Cấu hình Theme","skinhealthy_commitment_tagline","Dòng cam kết giá trị","text","Chưa","","Hiểu đúng làn da - Lựa chọn đúng giải pháp - Đồng hành đến kết quả"
"Skin Healthy — Cấu hình Theme","skinhealthy_philosophy_img","Ảnh minh hoạ (macro da / thiết bị phân tích)","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_philosophy_eyebrow","Eyebrow","text","Chưa","","Triết lý điều trị"
"Skin Healthy — Cấu hình Theme","skinhealthy_philosophy_title","Tiêu đề","text","Chưa","","Da khỏe không phải chỉ là da đẹp"
"Skin Healthy — Cấu hình Theme","skinhealthy_philosophy_body1","Đoạn 1","textarea","Chưa","","Tại Skin Health Beauty, chúng tôi tiếp cận da theo cách một chuyên gia da liễu tiếp cận bệnh nhân — không phải như một beauty consultant tiếp cận khách hàng."
"Skin Healthy — Cấu hình Theme","skinhealthy_philosophy_body2","Đoạn 2","textarea","Chưa","","Mỗi liệu trình bắt đầu bằng phân tích chuyên sâu: loại da, chỉ số ẩm và TEWL, hàng rào lipid, lịch sử điều trị và yếu tố lối sống. Từ đó, chúng tôi thiết kế phác đồ cá nhân hóa — không có công thức chung cho mọi người."
"Skin Healthy — Cấu hình Theme","skinhealthy_philosophy_quote","Trích dẫn nhấn mạnh","text","Chưa","","Làn da khỏe mạnh ở cấp độ tế bào là nền tảng của mọi vẻ đẹp. Chúng tôi không che giấu khuyết điểm — chúng tôi chữa lành từ bên trong."
"Skin Healthy — Cấu hình Theme","skinhealthy_philosophy_cite","Nguồn trích dẫn","text","Chưa","","Đội ngũ chuyên gia, Skin Health Beauty"
"Skin Healthy — Cấu hình Theme","skinhealthy_team_enable","Hiển thị section Chuyên gia phụ trách","checkbox","Chưa","","false"
"Skin Healthy — Cấu hình Theme","skinhealthy_team_1_img","Ảnh chuyên gia","image","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_team_1_name","Tên","text","Chưa","","ThS. Nguyễn Thị An"
"Skin Healthy — Cấu hình Theme","skinhealthy_team_1_title","Chức danh","text","Chưa","","Chuyên gia Da liễu · Trị liệu Lâm sàng"
"Skin Healthy — Cấu hình Theme","skinhealthy_team_1_credential","Bằng cấp / kinh nghiệm","text","Chưa","","15 năm kinh nghiệm lâm sàng"
"Skin Healthy — Cấu hình Theme","skinhealthy_team_1_tags","Thế mạnh (phân cách bằng ,)","text","Chưa","","Nám, Tái tạo da, Acne Protocol"
"Skin Healthy — Cấu hình Theme","skinhealthy_team_1_quote","Câu nói / triết lý làm nghề (tuỳ chọn)","textarea","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_faq_1_q","Câu hỏi 1","text","Chưa","","Điều trị tại Skin Health Beauty có đau không?"
"Skin Healthy — Cấu hình Theme","skinhealthy_faq_1_a","Trả lời 1","textarea","Chưa","","Tùy theo cấp độ liệu trình. Chăm sóc duy trì hoàn toàn không gây khó chịu. Điều trị nhắm mục tiêu có thể có cảm giác nhẹ như châm chích khi tẩy tế bào chết. Điều trị chuyên sâu sử dụng kem tê bề mặt trước khi thực hiện — hầu hết khách hàng mô tả là nhẹ và có thể chịu được tốt."
"Skin Healthy — Cấu hình Theme","skinhealthy_faq_2_q","Câu hỏi 2","text","Chưa","","Tôi cần bao nhiêu buổi để thấy kết quả?"
"Skin Healthy — Cấu hình Theme","skinhealthy_faq_2_a","Trả lời 2","textarea","Chưa","","Phụ thuộc vào mức độ vấn đề ban đầu và loại liệu trình. Hầu hết khách hàng thấy cải thiện rõ sau 3–4 buổi. Lộ trình đầy đủ cho kết quả tối ưu thường từ 6–12 buổi, kết hợp với chăm sóc tại nhà theo hướng dẫn."
"Skin Healthy — Cấu hình Theme","skinhealthy_faq_3_q","Câu hỏi 3","text","Chưa","","Da nhạy cảm có điều trị được không?"
"Skin Healthy — Cấu hình Theme","skinhealthy_faq_3_a","Trả lời 3","textarea","Chưa","","Có. Chúng tôi có phác đồ riêng cho da nhạy cảm với bước kiểm tra phản ứng (patch test) bắt buộc trước khi bắt đầu bất kỳ liệu trình nào. Đội ngũ chuyên gia sẽ điều chỉnh nồng độ và thiết bị phù hợp với mức chịu đựng của da."
"Skin Healthy — Cấu hình Theme","skinhealthy_faq_4_q","Câu hỏi 4","text","Chưa","","Chi phí điều trị tại Skin Health Beauty như thế nào?"
"Skin Healthy — Cấu hình Theme","skinhealthy_faq_4_a","Trả lời 4","textarea","Chưa","","Chi phí dao động tùy theo liệu trình và số buổi. Tư vấn ban đầu hoàn toàn miễn phí — chuyên gia sẽ đánh giá da và đề xuất phác đồ cùng chi phí cụ thể trước khi bạn quyết định. Không có phí ẩn."
"Skin Healthy — Cấu hình Theme","skinhealthy_faq_5_q","Câu hỏi 5","text","Chưa","","Sau mỗi buổi điều trị, tôi cần lưu ý gì?"
"Skin Healthy — Cấu hình Theme","skinhealthy_faq_5_a","Trả lời 5","textarea","Chưa","","Chúng tôi cung cấp hướng dẫn chăm sóc sau điều trị bằng văn bản cho từng liệu trình cụ thể. Nhìn chung: tránh ánh nắng trực tiếp 48 giờ, dùng SPF hàng ngày, không dùng sản phẩm hoạt chất mạnh trong 24–72 giờ đầu tùy loại điều trị."
"Skin Healthy — Cấu hình Theme","skinhealthy_faq_6_q","Câu hỏi 6","text","Chưa","","Tôi có thể kết hợp điều trị tại spa với sản phẩm tự dùng ở nhà không?"
"Skin Healthy — Cấu hình Theme","skinhealthy_faq_6_a","Trả lời 6","textarea","Chưa","","Hoàn toàn có thể và được khuyến khích. Đội ngũ Skin Health Beauty làm việc cùng hệ thống tư vấn sản phẩm của Pharma Cosmetics để thiết kế homecare routine bổ trợ cho liệu trình tại spa — tối ưu hóa và duy trì kết quả giữa các buổi điều trị."
"Skin Healthy — Cấu hình Theme","skinhealthy_services_groups_menu","Menu nhóm dịch vụ","link_list","Chưa","",""
"Skin Healthy — Cấu hình Theme","skinhealthy_col_maintenance","Fallback — nhóm 1: Chăm sóc duy trì","collection","Có","dieu-tri-chuyen-nghiep",""
"Skin Healthy — Cấu hình Theme","skinhealthy_col_targeted","Fallback — nhóm 2: Nhắm mục tiêu","collection","Có","dieu-tri-chuyen-sau",""
"Skin Healthy — Cấu hình Theme","skinhealthy_col_invasive","Fallback — nhóm 3: Xâm lấn tối thiểu","collection","Có","dieu-tri-chuyen-nghiep-1",""
"Skin Healthy — Cấu hình Theme","skinhealthy_services_all_url","Link 'Xem tất cả dịch vụ' (CTA cuối trang)","text","Có","/skin-health-beauty",""
"Skin Healthy — Cấu hình Theme","skinhealthy_footer_online_title","Tiêu đề cột Dịch vụ","text","Có","Hướng dẫn","Dịch Vụ Online"
"Skin Healthy — Cấu hình Theme","skinhealthy_footer_online_menu","Menu cột Dịch vụ","link_list","Có","huong-dan",""
"Skin Healthy — Cấu hình Theme","skinhealthy_footer_menu","Menu chân trang (cột phải)","link_list","Có","skinhealthy-footer",""
"Nâng cao","metafield_show","Sử dụng Metafield","checkbox","Có","false",""
"Nâng cao","footer_icon_1_url","Bật icon UI 1","checkbox","Có","true",""
"Nâng cao","footer_icon_2_url","Bật icon UI 2","checkbox","Có","true",""
"Nâng cao","footer_icon_3_url","Bật icon UI 3","checkbox","Có","true",""
"Nâng cao","footer_icon_4_url","Bật icon UI 4","checkbox","Có","true",""
"Nâng cao","footer_icon_5_url","Bật icon UI 5","checkbox","Có","true",""
"Nâng cao","footer_icon_6_url","Bật icon UI 6","checkbox","Có","true",""
"Nâng cao","footer_icon_7_url","Bật icon UI 7","checkbox","Có","true",""
"Nâng cao","footer_icon_8_url","Bật icon UI 8","checkbox","Có","true",""
"Nâng cao","footer_icon_9_url","Bật icon UI 9","checkbox","Có","true",""
"Nâng cao","footer_icon_10_url","Bật icon UI 10","checkbox","Có","true",""
"Khuyến mãi & Voucher","promo_coupon_1_enable","Sử dụng","checkbox","Có","true",""
"Khuyến mãi & Voucher","promo_coupon_1_image","Ảnh voucher","image","Chưa","",""
"Khuyến mãi & Voucher","promo_coupon_1_code","Mã khuyến mãi","text","Có","LAMQUEN",""
"Khuyến mãi & Voucher","promo_coupon_1_min_order","Số tiền giảm","text","Có","50K",""
"Khuyến mãi & Voucher","promo_coupon_1_value","Giá trị / mô tả ưu đãi","text","Có","Khách mới tặng mã làm quen giảm 50k tất cả sản phẩm",""
"Khuyến mãi & Voucher","promo_coupon_1_expires","Thời gian áp dụng","text","Có","",""
"Khuyến mãi & Voucher","promo_coupon_1_condition","Điều kiện áp dụng","textarea","Có","'- Khách hàng mua lần đầu tại shop.<br/>
- Mỗi khách hàng được sử dụng tối đa 1 lần. <br/>
- Áp dụng cho đơn hàng từ 500.000đ trở lên.
",""
"Khuyến mãi & Voucher","promo_coupon_2_enable","Sử dụng","checkbox","Có","true",""
"Khuyến mãi & Voucher","promo_coupon_2_image","Ảnh voucher","image","Chưa","",""
"Khuyến mãi & Voucher","promo_coupon_2_code","Mã khuyến mãi","text","Có","69K",""
"Khuyến mãi & Voucher","promo_coupon_2_min_order","Số tiền giảm","text","Có","69K",""
"Khuyến mãi & Voucher","promo_coupon_2_value","Giá trị / mô tả ưu đãi","text","Có","Giảm thêm 69k cho đơn hàng từ 999k",""
"Khuyến mãi & Voucher","promo_coupon_2_expires","Thời gian áp dụng","text","Có","",""
"Khuyến mãi & Voucher","promo_coupon_2_condition","Điều kiện áp dụng","textarea","Có","'- Áp dụng cho tất cả các dòng sản phẩm. Trừ những sản phẩm chạy flash sale.<br/>
- Không áp dụng chung với chương trình khuyến mãi khác.<br/><br/>
",""
"Khuyến mãi & Voucher","promo_coupon_3_enable","Sử dụng","checkbox","Có","true",""
"Khuyến mãi & Voucher","promo_coupon_3_image","Ảnh voucher","image","Chưa","",""
"Khuyến mãi & Voucher","promo_coupon_3_code","Mã khuyến mãi","text","Có","PC100",""
"Khuyến mãi & Voucher","promo_coupon_3_min_order","Số tiền giảm","text","Có","100K",""
"Khuyến mãi & Voucher","promo_coupon_3_value","Giá trị / mô tả ưu đãi","text","Có","Giảm thêm 100.000đ cho đơn hàng từ 1.500.000đ",""
"Khuyến mãi & Voucher","promo_coupon_3_expires","Thời gian áp dụng","text","Có","",""
"Khuyến mãi & Voucher","promo_coupon_3_condition","Điều kiện áp dụng","textarea","Có","'- Áp dụng cho tất cả các dòng sản phẩm. Trừ những sản phẩm chạy flash sale.<br/>
- Không áp dụng chung với chương trình khuyến mãi khác.",""
"Khuyến mãi & Voucher","promo_coupon_4_enable","Sử dụng","checkbox","Có","true",""
"Khuyến mãi & Voucher","promo_coupon_4_image","Ảnh voucher","image","Chưa","",""
"Khuyến mãi & Voucher","promo_coupon_4_code","Mã khuyến mãi","text","Có","VV150",""
"Khuyến mãi & Voucher","promo_coupon_4_min_order","Số tiền giảm","text","Có","150k",""
"Khuyến mãi & Voucher","promo_coupon_4_value","Giá trị / mô tả ưu đãi","text","Có","Giảm thêm 150.000đ cho đơn hàng từ 2.500.000đ",""
"Khuyến mãi & Voucher","promo_coupon_4_expires","Thời gian áp dụng","text","Có","",""
"Khuyến mãi & Voucher","promo_coupon_4_condition","Điều kiện áp dụng","textarea","Có","'- Áp dụng cho tất cả các dòng sản phẩm. Trừ những sản phẩm chạy flash sale.<br/>
- Không áp dụng chung với chương trình khuyến mãi khác.<br/><br/>",""
"Khuyến mãi & Voucher","promo_coupon_5_enable","Sử dụng","checkbox","Có","true",""
"Khuyến mãi & Voucher","promo_coupon_5_image","Ảnh voucher","image","Chưa","",""
"Khuyến mãi & Voucher","promo_coupon_5_code","Mã khuyến mãi","text","Có","MM200",""
"Khuyến mãi & Voucher","promo_coupon_5_min_order","Số tiền giảm","text","Có","200k",""
"Khuyến mãi & Voucher","promo_coupon_5_value","Giá trị / mô tả ưu đãi","text","Có","Giảm thêm 200.000đ cho đơn hàng tối thiểu từ 3.500.000đ",""
"Khuyến mãi & Voucher","promo_coupon_5_expires","Thời gian áp dụng","text","Chưa","",""
"Khuyến mãi & Voucher","promo_coupon_5_condition","Điều kiện áp dụng","textarea","Có","'- Áp dụng cho tất cả các dòng sản phẩm. Trừ những sản phẩm chạy flash sale.<br/>
- Không áp dụng chung với chương trình khuyến mãi khác.<br/><br/>",""
"Khuyến mãi & Voucher","promo_coupon_6_enable","Sử dụng","checkbox","Có","true",""
"Khuyến mãi & Voucher","promo_coupon_6_image","Ảnh voucher","image","Chưa","",""
"Khuyến mãi & Voucher","promo_coupon_6_code","Mã khuyến mãi","text","Có","VIP6",""
"Khuyến mãi & Voucher","promo_coupon_6_min_order","Số tiền giảm","text","Có","10%",""
"Khuyến mãi & Voucher","promo_coupon_6_value","Giá trị / mô tả ưu đãi","text","Có","Giảm thêm 10% cho đơn hàng từ 6.000.000đ",""
"Khuyến mãi & Voucher","promo_coupon_6_expires","Thời gian áp dụng","text","Chưa","",""
"Khuyến mãi & Voucher","promo_coupon_6_condition","Điều kiện áp dụng","textarea","Có","'- Áp dụng cho tất cả các dòng sản phẩm. Trừ những sản phẩm chạy flash sale.<br/>
- Không áp dụng chung với chương trình khuyến mãi khác.<br/><br/>",""
"Khuyến mãi & Voucher","alt_km_product","Alt ảnh","text","Chưa","","Banner"
"Khuyến mãi & Voucher","flash_time_enable","Sử dụng đồng hồ đếm ngược","checkbox","Có","false","true"
"Khuyến mãi & Voucher","flash_time_title","Tiêu đề","text","Chưa","","Thời gian chỉ còn"
"Khuyến mãi & Voucher","flash_time","Thời gian khuyến mãi","text","Có","12-25-2025-09-15-45","12-25-2023-09-15-45"
"Khuyến mãi & Voucher","use_col_flash_1","Sử dụng","checkbox","Chưa","",""
"Khuyến mãi & Voucher","icon_flash_1.png","Ảnh tiêu đề","image","Chưa","",""
"Khuyến mãi & Voucher","title_col_flash_1","Tiêu đề","text","Chưa","",""
"Khuyến mãi & Voucher","col_flash_1","Chọn danh mục","collection","Chưa","",""
"Khuyến mãi & Voucher","limit_col_flash_1","Giới hạn","text","Chưa","",""
"Khuyến mãi & Voucher","use_col_flash_2","Sử dụng","checkbox","Chưa","",""
"Khuyến mãi & Voucher","icon_flash_2.png","Ảnh tiêu đề","image","Chưa","",""
"Khuyến mãi & Voucher","title_col_flash_2","Tiêu đề","text","Chưa","",""
"Khuyến mãi & Voucher","col_flash_2","Chọn danh mục","collection","Chưa","",""
"Khuyến mãi & Voucher","limit_col_flash_2","Giới hạn","text","Chưa","",""
"Khuyến mãi & Voucher","use_col_flash_3","Sử dụng","checkbox","Chưa","",""
"Khuyến mãi & Voucher","icon_flash_3.png","Ảnh tiêu đề","image","Chưa","",""
"Khuyến mãi & Voucher","title_col_flash_3","Tiêu đề","text","Chưa","",""
"Khuyến mãi & Voucher","col_flash_3","Chọn danh mục","collection","Chưa","",""
"Khuyến mãi & Voucher","limit_col_flash_3","Giới hạn","text","Chưa","",""
"Thanh toán nhanh","mops_pickup_col","Collection sản phẩm lấy tại cơ sở","collection","Có","peel-da-tai-nha",""
"Thanh toán nhanh","mops_stores","Danh sách cơ sở","textarea","Có","Hà Nội;",""
"Thanh toán nhanh","mops_time_slots","Khung giờ hẹn","text","Có","9:00;9:30;10:00;10:30;11:00;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00","9:00;9:30;10:00;10:30;11:00;13:00;13:30;14:00;14:30;15:00;15:30;16:00;16:30;17:00"
"Thanh toán nhanh","mops_deposit_pct","Tỷ lệ đặt cọc sản phẩm (%)","text","Có","30","30"
"Thanh toán nhanh","mops_gas_url","Google Apps Script URL (Web App)","text","Có","https://script.google.com/macros/s/AKfycbzwsTdtK23Z5yvUyuKflfsgdr0Ak2ZG9sG-jG6VFoBsoV-Ya6LW7AOi7rxOfCAnZa-s/exec",""
"Thanh toán nhanh","mops_edge_url","Vercel Edge Proxy URL (Zero-Wait)","text","Có","",""
"Thanh toán nhanh","mops_label_shipper_note","Ghi chú cho shipper (in trên tem)","text","Có","Cho xem hàng - không cho thử","Cho xem hàng - không cho thử"
"Thanh toán nhanh","mops_shipping_note_default","Ghi chú giao hàng mặc định (prefill form Tạo đơn)","textarea","Có","CHO XEM HÀNG - KHÔNG CHO THỬ; ĐỒNG KIỂM","CHO XEM HÀNG - KHÔNG CHO THỬ; ĐỒNG KIỂM"
"Thanh toán nhanh","lookup_help_1_title","Khối 1 · Tiêu đề","text","Có","Đơn chưa cập nhật?","Đơn chưa cập nhật?"
"Thanh toán nhanh","lookup_help_1_desc","Khối 1 · Mô tả","textarea","Có","Trạng thái mất tối đa 30 phút sau khi đơn vị vận chuyển quét gói.","Trạng thái mất tối đa 30 phút sau khi đơn vị vận chuyển quét gói."
"Thanh toán nhanh","lookup_help_2_title","Khối 2 · Tiêu đề","text","Có","Sai địa chỉ / sản phẩm?","Sai địa chỉ / sản phẩm?"
"Thanh toán nhanh","lookup_help_2_desc","Khối 2 · Mô tả","textarea","Có","Chỉ sửa được khi đơn còn ở ""Chờ đóng gói"".","Chỉ sửa được khi đơn còn ở ""Chờ đóng gói""."
"Thanh toán nhanh","lookup_help_2_page","Khối 2 · Trang liên hệ shop","page","Chưa","",""
"Thanh toán nhanh","lookup_help_2_link_text","Khối 2 · Chữ hiển thị của link","text","Có","liên hệ shop","liên hệ shop"
"Thanh toán nhanh","lookup_help_3_title","Khối 3 · Tiêu đề","text","Có","Cần hỗ trợ nhanh","Cần hỗ trợ nhanh"
"Thanh toán nhanh","lookup_help_3_hours","Khối 3 · Giờ làm việc","text","Có","8h–22h hằng ngày","8h–22h hằng ngày"
"MOPS Admin","mops_admin_logo","Logo MOPS Admin","image","Chưa","",""
"MOPS Admin","mops_admin_mobile_bg","Ảnh nền màn hình chủ mobile","image","Chưa","",""
"MOPS Admin","mops_admin_primary","Màu chính","color","Có","#6b4dfc","#6b4dfc"
"MOPS Admin","mops_admin_primary_hover","Màu chính (hover)","color","Có","#4a2fd6","#4a2fd6"
"MOPS Admin","mops_admin_surface_page","Màu nền trang","color","Có","#f7f8fa","#f7f8fa"
"Home Portal — Hoạt chất","ing_3_url","Hoạt chất 3 — Liên kết","text","Chưa","",""
"Home Portal — Hoạt chất","ing_3_tag","Hoạt chất 3 — Mô tả ngắn","text","Chưa","","Phục hồi hàng rào"
"Home Portal — Hoạt chất","ing_3_title","Hoạt chất 3 — Tên","text","Chưa","","Ceramides"
"Home Portal — Hoạt chất","ing_2_url","Hoạt chất 2 — Liên kết","text","Chưa","",""
"Home Portal — Hoạt chất","ing_2_tag","Hoạt chất 2 — Mô tả ngắn","text","Chưa","","Cấp ẩm"
"Home Portal — Hoạt chất","ing_2_title","Hoạt chất 2 — Tên","text","Chưa","","Hyaluronic Acid"
"Home Portal — Hoạt chất","ing_1_url","Hoạt chất 1 — Liên kết","text","Chưa","",""
"Home Portal — Hoạt chất","ing_1_tag","Hoạt chất 1 — Mô tả ngắn","text","Chưa","","Chăm sóc lão hoá"
"Home Portal — Hoạt chất","ing_1_title","Hoạt chất 1 — Tên","text","Chưa","","Retinol"
"Home Portal — Hoạt chất","ing_4_title","Hoạt chất 4 — Tên","text","Có","Vitamin C","Vitamin C"
"Home Portal — Hoạt chất","ing_4_tag","Hoạt chất 4 — Mô tả ngắn","text","Có","Chống oxy hoá","Chống oxy hoá"
"Home Portal — Hoạt chất","ing_4_url","Hoạt chất 4 — Liên kết","text","Có","",""
"Home Portal — Hoạt chất","ing_5_title","Hoạt chất 5 — Tên","text","Có","Niacinamide","Niacinamide"
"Home Portal — Hoạt chất","ing_5_tag","Hoạt chất 5 — Mô tả ngắn","text","Có","Chăm sóc da dầu","Chăm sóc da dầu"
"Home Portal — Hoạt chất","ing_5_url","Hoạt chất 5 — Liên kết","text","Có","",""
"Home Portal — Hoạt chất","ing_6_title","Hoạt chất 6 — Tên","text","Có","AHA / BHA","AHA / BHA"
"Home Portal — Hoạt chất","ing_6_tag","Hoạt chất 6 — Mô tả ngắn","text","Có","Tẩy tế bào chết","Tẩy tế bào chết"
"Home Portal — Hoạt chất","ing_6_url","Hoạt chất 6 — Liên kết","text","Có","",""
"Home Portal — Hoạt chất","ing_7_title","Hoạt chất 7 — Tên","text","Có","Tranexamic Acid","Tranexamic Acid"
"Home Portal — Hoạt chất","ing_7_tag","Hoạt chất 7 — Mô tả ngắn","text","Có","Chăm sóc sắc tố","Chăm sóc sắc tố"
"Home Portal — Hoạt chất","ing_7_url","Hoạt chất 7 — Liên kết","text","Có","",""
"Home Portal — Hoạt chất","ing_8_title","Hoạt chất 8 — Tên","text","Có","Azelaic Acid","Azelaic Acid"
"Home Portal — Hoạt chất","ing_8_tag","Hoạt chất 8 — Mô tả ngắn","text","Có","Chăm sóc da mụn","Chăm sóc da mụn"
"Home Portal — Hoạt chất","ing_8_url","Hoạt chất 8 — Liên kết","text","Có","",""
"Home Portal — Hoạt chất","ing_9_title","Hoạt chất 9 — Tên","text","Có","Peptide","Peptide"
"Home Portal — Hoạt chất","ing_9_tag","Hoạt chất 9 — Mô tả ngắn","text","Có","Chăm sóc lão hoá","Chăm sóc lão hoá"
"Home Portal — Hoạt chất","ing_9_url","Hoạt chất 9 — Liên kết","text","Có","",""
"Chưa có trong schema","product_tab1_title","","","Có","Mô tả sản phẩm",""
"Chưa có trong schema","body_bg_sub","","","Có","#F3DFD1",""
"Chưa có trong schema","filter_price","","","Có","true",""
"Chưa có trong schema","filter_price_title","","","Có","Khoảng Giá",""
"Chưa có trong schema","social_twitter_link","","","Có","#",""
"Chưa có trong schema","social_facebook_link","","","Có","#",""
"Chưa có trong schema","share_facebook","","","Có","true",""
"Chưa có trong schema","share_twitter","","","Có","true",""
"Chưa có trong schema","share_pinterest","","","Có","true",""
"Chưa có trong schema","share_fancy","","","Có","false",""
"Chưa có trong schema","share_google","","","Có","true",""
"Chưa có trong schema","product_tab3_title","","","Có","Đánh giá",""
"Chưa có trong schema","fot_social","","","Có","true",""
"Chưa có trong schema","home_page_keywords","","","Có","Dược mỹ phẩm chính hãng; Thực phẩm chức năng nhập khẩu;Dược mỹ phẩm toàn quốc; Pharma Cosmetics 
Nền tảng dược mỹ phẩm",""
"Chưa có trong schema","filter_price_node","","","Có","200.000đ; 400.000đ; 600.000đ; 800.000đ; 1.000.000đ; 2.000.000đ; 3.000.000d; 5.000.000đ; 8.000.000đ",""
"Chưa có trong schema","color_price","","","Có","#3CB371",""
"Chưa có trong schema","product_promotion_title","","","Có","Quà tặng dành cho bạn:",""
"Chưa có trong schema","product_promotion_title_m","","","Có","Số lượng có hạn",""
"Chưa có trong schema","section_blog_title","","","Có","<span>XU HƯỚNG</span> CHĂM SÓC DA",""
"Chưa có trong schema","title_col_1","","","Có","<span>Sản phẩm</span> mới nhất",""
"Chưa có trong schema","sale_pop","","","Có","false",""
"Chưa có trong schema","salespopcollection","","","Có","flash-sale-1",""
"Chưa có trong schema","section_pro_1_url","","","Có"," /san-pham-noi-bat",""
"Chưa có trong schema","section_pro_1_title","","","Có","<span>GIẢI PHÁP</span> TÌNH TRẠNG DA",""
"Chưa có trong schema","section_pro_2_title","","","Có","<span>PHÁC ĐỒ</span>TRỊ LIỆU CHUYÊN SÂU",""
